lat,lon,frac,whole,uuid
45.589563,-122.783039,49.835753,"14",42c1858f
45.549456,-122.781991,18.553086,"95",de1b5a78
45.506252,-122.732334,34.111476,"35",b6eedc28
45.482063,-122.647308,97.213322,"7",15cf4be2
45.504467,-122.739588,232.286418,"47",ea774aec
45.564153,-122.783166,7.856502,"19",cf5bbcbc
45.542567,-122.639075,167.753396,"69",bbbba965
45.510058,-122.628885,240.511016,"77","61062991"
45.514152,-122.781956,31.426359,"48",4a6eabfc
45.557877,-122.690848,60.364102,"46",84f85887
45.553351,-122.712229,48.74429,"24",b49cef0f
45.500383,-122.661442,170.852216,"10",fc60fbd9
45.463103,-122.641105,9.316407,"32",4c9091d4
45.513652,-122.626016,26.904529,"61",301d8ce0
45.534891,-122.768438,77.630945,"34",9bdc14db
45.586927,-122.681612,16.137723,"70",74c3787c
45.566423,-122.659666,150.487136,"48",b75129f7
45.537843,-122.789023,40.87251,"61",77d2184b
45.544715,-122.728485,166.603657,"17",d126da84
45.537774,-122.625339,248.256602,"74","17260487"
45.498535,-122.860092,79.780517,"45",57244cb1
45.525565,-122.672277,128.476721,"56",3ff53e12
45.555542,-122.63202,112.679322,"14","37806659"
45.532489,-122.777493,96.456949,"42",dacac0e1
45.521823,-122.633187,125.128515,"60",86b747a9
45.452979,-122.772409,67.379125,"76",8c835a86
45.536065,-122.738229,78.498678,"48",d304289f
45.510981,-122.659007,22.566563,"14",1ba20cfb
45.493296,-122.70411,138.138147,"67",026b4631
45.502998,-122.681777,77.0427,"29",840ae812
45.466549,-122.67721,206.631105,"22",d10f2de0
45.484858,-122.773648,109.511696,"32",f266810b
45.482329,-122.783048,102.025785,"47",e96f49e1
45.558017,-122.744771,19.187455,"5",3873c0ca
45.544439,-122.715171,67.738739,"66",ce4f0482
45.56156,-122.633109,141.156114,"61","82940589"
45.514851,-122.675316,14.051275,"62",da56e1c6
45.557416,-122.661216,125.453065,"18",a1a10b02
45.65382,-122.743976,229.837695,"59",25db7122
45.519228,-122.681999,99.450531,"8",8de6200f
45.581107,-122.662178,144.111851,"73","37032811"
45.520773,-122.673469,19.421568,"17",1599309a
45.55195,-122.74584,83.855338,"5",bf936c3b
45.534485,-122.639789,163.213058,"39",c4fe50f3
45.536479,-122.729688,174.747811,"56",56b8ede0
45.495632,-122.633942,94.880381,"1",a7e04dc6
45.477591,-122.622576,137.29557,"60",d17a430d
45.533027,-122.689068,25.741721,"61",45bdca4f
45.538618,-122.651407,124.943327,"91",487911ab
45.531251,-122.700659,18.752996,"7",2009c85b
45.542968,-122.761619,91.059754,"52",d97fbce9
45.54401,-122.730157,146.070588,"14",d28fe913
45.558785,-122.768515,156.377337,"71",d0726c8a
45.564692,-122.707184,89.532418,"70",28d868f0
45.60986,-122.661721,86.644526,"50",dc475e27
45.552645,-122.655306,25.056215,"30",9e9a1295
45.515964,-122.687882,278.906497,"32",fa485476
45.508774,-122.729612,149.096555,"10",20ee263e
45.456931,-122.714074,30.097657,"10",84a4f2bc
45.558924,-122.712418,94.342901,"88",ab89ca87
45.55643,-122.751874,215.844535,"38",a112193c
45.555596,-122.701539,82.553467,"3","34842694"
45.550016,-122.624373,45.374241,"68",bcbf9ddb
45.561108,-122.663323,112.201735,"95",99005b03
45.541338,-122.715537,201.799233,"81",58dc8a4f
45.511633,-122.799116,168.557725,"30",beab2f49
45.467308,-122.69515,196.865001,"47",b2d2af10
45.595031,-122.626419,109.184827,"60",7360d88d
45.5193,-122.685123,57.513057,"46",8696b37a
45.517876,-122.808011,71.080398,"2",bdba7da4
45.479288,-122.6433,110.415306,"36",31a6804a
45.557132,-122.678403,63.957766,"89",a97492e6
45.547304,-122.721096,213.349297,"44",30a584ef
45.510355,-122.784214,284.509513,"54",1b574d69
45.496134,-122.675424,45.845341,"39","095620e3"
45.554492,-122.648562,183.127865,"75",4eb740ea
45.546811,-122.753878,114.270658,"13","3d729195"
45.534875,-122.63123,76.573417,"14",6a2379f7
45.569142,-122.726185,109.876895,"81",dc8eabb7
45.509149,-122.680642,293.068406,"60",6b444478
45.499704,-122.762941,71.471594,"43",42ff404b
45.589305,-122.696407,195.414489,"89",790d97fc
45.550826,-122.746942,73.871101,"74",c724c10c
45.479823,-122.651316,168.408774,"19",bb4ba055
45.517287,-122.702451,14.031089,"40",4c32a675
45.579424,-122.620337,294.820589,"25",65eb39c0
45.536527,-122.653429,18.526969,"23",f6124683
45.552108,-122.687868,84.493009,"6",a639cb8b
45.529827,-122.719779,127.902711,"68",8b34dfc1
45.439044,-122.84203,58.467796,"5",0cb80fe5
45.473172,-122.684333,124.412896,"96",484bbc8a
45.476126,-122.756955,148.541357,"61",34ed1a2d
45.489483,-122.750025,245.562044,"63",0b30c95d
45.432124,-122.622851,53.449689,"0",0eecdd6e
45.497011,-122.707608,262.439423,"9",40f6434e
45.55166,-122.69685,182.416436,"47",9f158fa7
45.526538,-122.794852,122.539478,"16",0ffae1ff
45.483095,-122.645788,130.953764,"81",8235b51d
45.498258,-122.732281,159.197326,"23",b4a26523
45.521457,-122.786877,133.69563,"10",4eb88819
45.540848,-122.647851,145.479395,"35",59dab564
45.461734,-122.634374,6.029136,"27",30fe1948
45.46296,-122.645713,26.882451,"42",4fa4d8f9
45.505507,-122.806703,160.668692,"7",a4353290
45.525377,-122.706763,230.159106,"94",05c1430a
45.53974,-122.684878,221.805789,"11",40a75272
45.539756,-122.89936,52.990614,"44",3b13ba7d
45.496672,-122.623745,298.919819,"29",db146602
45.571365,-122.805243,97.463879,"58",fd0bb5b3
45.577774,-122.699848,150.583616,"46",81e9420a
45.536998,-122.781109,123.445577,"37",2b511943
45.596416,-122.685893,211.80267,"65",3e74ebdc
45.540237,-122.687498,24.707935,"75",a77845b3
45.581337,-122.690384,3.157255,"19",0247cea2
45.543202,-122.659737,10.047807,"87",b67866f3
45.481903,-122.737031,59.681353,"26",5291f105
45.551395,-122.694875,108.77991,"99",8304d7b1
45.54882,-122.64197,47.600235,"16",8209d9cf
45.573615,-122.677143,86.975079,"64",0e81c8fa
45.512437,-122.766513,95.120149,"55",41fe5143
45.533651,-122.712737,45.40388,"2",3c14e09c
45.533782,-122.646316,55.123708,"48",62de6553
45.523421,-122.787889,61.285742,"16",ddb4b1cc
45.561521,-122.7191,101.658032,"10",4f5ab54d
45.540957,-122.675841,107.912066,"68",60d92e13
45.535921,-122.705462,63.649323,"98",ffc87562
45.533295,-122.790842,60.833382,"69","325598e2"
45.618204,-122.694833,116.605605,"89",57f4c48b
45.549694,-122.678748,104.543371,"70",516c3e25
45.523431,-122.711096,39.808212,"80",992af544
45.413996,-122.663826,234.365507,"93",2023d44d
45.481649,-122.708307,216.39699,"99",c7f22d7e
45.47837,-122.712256,32.317016,"0",eee82b9b
45.500198,-122.636512,98.883814,"85",8c7ec573
45.538768,-122.650749,77.485663,"20",86f6faa0
45.508376,-122.694642,11.050585,"22",15bfec23
45.499578,-122.816193,226.749824,"92","99789281"
45.498371,-122.712358,193.588566,"27",bda5c610
45.568345,-122.788717,133.283177,"61",65012c38
45.571453,-122.701821,115.447484,"2",93cdf6c9
45.497862,-122.697832,28.666735,"5",3badd197
45.518089,-122.650948,252.690476,"0",bf4cc47c
45.548029,-122.662654,122.575227,"23",5b6efe5b
45.511417,-122.701354,254.173069,"55","17566690"
45.558987,-122.672781,224.992318,"76",7b880f48
45.517129,-122.82632,65.921969,"24",1e43a7ff
45.599731,-122.760837,28.319155,"1",3fa8749f
45.425591,-122.674632,50.574513,"57",7dc32d94
45.603681,-122.619971,10.303691,"33",4ec8585c
45.510431,-122.751099,60.345332,"96",f55bec67
45.484985,-122.808401,99.158073,"87",c643bd05
45.509668,-122.710154,85.269631,"63","90595161"
45.483806,-122.845644,125.960544,"81",6d27e6aa
45.531301,-122.682966,23.077769,"54",53eb6b36
45.481718,-122.791692,66.669416,"68",acff5f23
45.577878,-122.649241,97.701841,"74",9ca4417b
45.516487,-122.681342,79.208343,"25",194cbafd
45.539873,-122.634811,111.909326,"77",37b71351
45.476764,-122.650461,77.704474,"19",c43e3f47
45.492949,-122.704399,34.964586,"0",2de7c63e
45.486758,-122.669585,22.583581,"30",adbd9f9f
45.550974,-122.690774,46.304271,"40",6ad4bb86
45.502289,-122.628376,226.849409,"15",e2d224cc
45.556366,-122.767668,143.246229,"42",e2e237d5
45.565141,-122.666195,176.081433,"63",d797f635
45.561312,-122.77243,80.116034,"12",a0978978
45.492562,-122.654372,28.657226,"23",c9f7da1b
45.492118,-122.880675,17.102302,"85","36915325"
45.543685,-122.756539,93.334082,"54",81bd4cc2
45.556049,-122.745872,172.244941,"62",a0c56f69
45.544191,-122.798731,200.463276,"92",01aba9e2
45.558626,-122.688633,119.931619,"39",8b06c45a
45.407832,-122.730807,196.756032,"50",0743a6c8
45.531311,-122.823681,6.09615,"88",aad9b35c
45.47346,-122.68776,152.025953,"75",b8ccdd10
45.555028,-122.764504,78.448116,"52",5e45b817
45.445793,-122.646648,87.805752,"58",d5fa3eeb
45.478553,-122.718592,88.775898,"58",80a3d8b3
45.574676,-122.760396,10.548943,"99",cc824e07
45.433684,-122.833436,1.472313,"88",e0b8bd92
45.544636,-122.636258,17.246627,"13",70e55bf8
45.499609,-122.627627,37.071339,"24",3f0e9e9c
45.461165,-122.661963,164.730311,"60",7c00174b
45.515818,-122.754107,22.653386,"18",f0e92051
45.516104,-122.638815,7.100427,"67",3411fb50
45.592056,-122.671351,36.613384,"56",54d31c17
45.526695,-122.84332,102.801117,"91","6968e253"
45.513548,-122.718386,63.967509,"46",4220c006
45.556607,-122.626451,22.495731,"61","87316121"
45.533201,-122.688051,169.770483,"82",d7612a76
45.475647,-122.789514,146.203547,"22","14799784"
45.44233,-122.665393,53.628332,"11",93fc1521
45.583948,-122.823993,294.760005,"40",22a1992a
45.485646,-122.737398,194.439863,"60",426db50c
45.55378,-122.757954,42.767302,"62",369779f2
45.518125,-122.711881,296.919759,"52",bdf9b726
45.480066,-122.837545,132.624049,"20",6ec112a2
45.511754,-122.688781,72.255175,"31",5a5946fb
45.458863,-122.754521,74.79605,"29",c29ab8fd
45.515188,-122.737357,122.720915,"57",bcd70193
45.533853,-122.693409,252.457076,"37",951d8f12
45.458166,-122.678554,71.089968,"9",8577cf23
45.517428,-122.754443,187.631848,"60",7e996a37
45.550593,-122.696764,35.344701,"77",82ef2eab
45.539002,-122.735128,60.707063,"63",b522f122
45.549104,-122.693062,87.935412,"96",9dcb6719
45.575882,-122.719113,98.581536,"70",1c727308
45.470388,-122.629355,165.301445,"79",3ae9eca4
45.460613,-122.732307,47.614186,"31",49ca567f
45.479915,-122.763349,128.166325,"38",23de8364
45.467112,-122.677845,95.069762,"0",344b6067
45.490792,-122.699974,227.884973,"38",58684e8c
45.495054,-122.779029,8.049448,"23",94925bb5
45.51027,-122.643485,55.951378,"53",2cb092e2
45.518036,-122.865221,114.648659,"44",e34a0b4f
45.581203,-122.798426,14.714639,"66",3be68747
45.494382,-122.83752,41.407375,"78",9c45c86f
45.424067,-122.742319,93.166433,"38",a3afaaec
45.469109,-122.712838,80.025537,"79",9b96022d
45.557302,-122.751052,79.333288,"17",4cd27afc
45.529238,-122.759441,90.078126,"89",0c55cb3f
45.534073,-122.641657,9.675834,"93","90d79357"
45.486453,-122.68355,59.852404,"49",8ea8ba2c
45.505992,-122.681088,135.428906,"56",9c87ae4b
45.440569,-122.796959,303.834885,"31",aa82aea8
45.508201,-122.757143,150.70539,"64",42ab5f34
45.494503,-122.640861,175.53212,"39",fa12de74
45.548223,-122.686163,116.846589,"34",6f323bb2
45.448796,-122.639469,113.280685,"9",10f3157a
45.555422,-122.725296,207.010059,"50",1fc42b44
45.55151,-122.772007,23.808466,"32",575879b3
45.527908,-122.766999,88.475742,"61",cb53279a
45.43933,-122.685987,280.107103,"67",0c0061c0
45.566001,-122.761589,39.44706,"40",110cb866
45.497079,-122.649787,17.478239,"65",fdf15f3f
45.504371,-122.728268,36.67366,"13",48b2b00f
45.498994,-122.687477,36.125669,"42",6f9ec417
45.524107,-122.688475,94.43044,"77",eee531b5
45.547462,-122.642817,131.682777,"3",f9ff0a71
45.570106,-122.657276,113.700263,"14",c1fdeb09
45.582551,-122.685075,264.352894,"3",b29b2302
45.586122,-122.69802,289.057967,"47",873d0d3c
45.502647,-122.656979,35.904906,"82",baee0928
45.586242,-122.766976,57.302315,"55",ea017247
45.501007,-122.732498,299.434953,"34","20022888"
45.525463,-122.793975,166.624667,"41",1b10b9b3
45.49849,-122.647078,142.690771,"94",0bb0f20b
45.458808,-122.685471,283.485188,"18",8d4088e6
45.49728,-122.700994,2.746766,"28",051659b0
45.469202,-122.650609,13.179265,"83",4f089e3d
45.503808,-122.739412,92.097892,"4",fe2fd2c7
45.487296,-122.671654,24.498733,"11",d4f157e1
45.465028,-122.672272,189.137752,"13",0c14b47f
45.477004,-122.667444,48.946548,"84",3ec75bc5
45.578248,-122.668356,129.628651,"0",e8b04401
45.449828,-122.685156,99.551486,"40",8a4c9be0
45.45156,-122.661305,51.083039,"9","66169715"
45.544016,-122.675474,56.42966,"31",304a191b
45.505308,-122.783518,132.830602,"85",f9ed498c
45.544915,-122.875256,197.537779,"8",dbc5cd0e
45.510871,-122.786737,2.852087,"26",306718b2
45.491495,-122.75335,123.638994,"27",c76bec7e
45.555909,-122.661286,115.155,"97",9c419dbd
45.469959,-122.657481,126.812935,"20",fbd118c6
45.541573,-122.7088,52.91059,"2",b3d5f52c
45.581738,-122.649388,112.440971,"20",2e2552e3
45.503788,-122.662641,176.710431,"92",81e5cfda
45.59727,-122.702056,121.911221,"31",b06b446f
45.575109,-122.633693,41.376941,"22","03043d04"
45.51367,-122.64522,216.740929,"78",f885b444
45.532536,-122.638765,284.29582,"54",977792a5
45.507661,-122.733134,73.355977,"31",33cf35c5
45.515561,-122.86225,30.026875,"55",aabac8bb
45.532938,-122.647248,122.892679,"62",220bf04d
45.443765,-122.750587,218.384072,"38",4ebc094d
45.577045,-122.641775,198.277017,"96",0843fab2
45.514345,-122.707512,105.88802,"9",c1a67ce2
45.471607,-122.646538,242.619144,"61",e6e26f05
45.491601,-122.632669,31.06917,"86",0cd1468c
45.553017,-122.6993,270.716056,"53",cb628fff
45.481296,-122.8114,87.495169,"94",31a4a34f
45.486875,-122.65448,161.687471,"92",f456eaa5
45.537384,-122.683844,204.847672,"36",644b8247
45.500717,-122.663284,255.781379,"11",7f14602e
45.573525,-122.679024,73.205837,"80",18890ac8
45.55731,-122.725691,74.130992,"50","74058271"
45.584472,-122.707328,26.214645,"12",82e18335
45.533041,-122.703694,84.017466,"62",26e6d5b9
45.554789,-122.765327,181.767833,"34",cce0f7cf
45.450216,-122.642341,289.840699,"8",e9d9396c
45.476172,-122.730102,30.085105,"90",3ecacda4
45.530584,-122.792532,112.225487,"67",4dc2a6e9
45.529347,-122.692861,310.362749,"38",857867bd
45.595095,-122.784933,132.909631,"12",3d9b1a3e
45.635621,-122.727836,104.7125,"22",fbad9e89
45.505969,-122.699703,168.566736,"81",0b6fbfb2
45.448376,-122.647666,0.223388,"66",3e585f1d
45.51882,-122.782251,18.372887,"80",780b50a2
45.539603,-122.6429,154.913197,"94","65887402"
45.558309,-122.715183,85.223993,"58",8ed31fff
45.517948,-122.827116,19.719689,"15",14f4fb29
45.488646,-122.654851,55.529426,"97",465a9b2b
45.478718,-122.736533,66.181046,"86",882271bc
45.538578,-122.736228,56.94991,"8",b5601999
45.502192,-122.745658,194.736856,"94",f7348caf
45.513667,-122.699101,89.505644,"74",731c6d62
45.477074,-122.682688,6.454694,"75",fc8c48c8
45.499997,-122.70795,20.175928,"32",d8baa105
45.572248,-122.643255,157.176481,"42",69e6bc83
45.432286,-122.682502,98.789877,"78",f0b8ddbe
45.485087,-122.739444,116.343092,"45",2b4a58fc
45.531285,-122.679042,4.220293,"28",d886b5f5
45.47638,-122.706465,129.931874,"28",7cb93f1e
45.573804,-122.822151,184.937173,"52",815adea7
45.531907,-122.650396,99.181076,"51",f0a5bc0b
45.513992,-122.674921,230.229748,"34",b1301051
45.603585,-122.807987,34.668496,"54",85e6243e
45.568307,-122.736696,374.202316,"79",d3128250
45.49491,-122.74214,131.13319,"57",df9a30c3
45.460204,-122.70897,319.95823,"90",470b8ff6
45.465048,-122.6431,143.475265,"40",0736d9ea
45.582185,-122.76258,39.404909,"26",58ea0e86
45.481512,-122.645056,49.286457,"38",d449b1fd
45.53923,-122.669521,297.968787,"24",d950ff76
45.557547,-122.88955,42.238774,"36",9cc5fe3d
45.541647,-122.650158,133.549094,"46",9633b34c
45.522292,-122.719245,12.18891,"47",69c2f01a
45.594972,-122.657674,155.640823,"87",b47800c6
45.455912,-122.682724,241.912156,"97",9b347bc0
45.564239,-122.677272,96.455724,"69",5d241d5f
45.533898,-122.64213,115.471372,"40",1ddc3f99
45.506147,-122.694231,50.162855,"46",80e17e91
45.449154,-122.712331,62.277644,"7",45228c80
45.540419,-122.637414,59.475887,"60",8c1dfa98
45.517002,-122.693788,167.136014,"69",7dda79a3
45.592932,-122.643609,82.319004,"4",a899c187
45.532857,-122.770124,81.428319,"6",92bdb63b
45.537407,-122.641039,23.881783,"38",7b4a223c
45.52862,-122.768021,167.247806,"71",63f67cf9
45.513277,-122.790386,74.17831,"96",65828d6b
45.516982,-122.659667,8.365177,"15",a4c96d6c
45.47801,-122.735525,51.519679,"74",d534377c
45.477059,-122.745059,67.91976,"57",e685d622
45.45163,-122.633529,175.429449,"32",f4a6cade
45.587152,-122.72277,194.809523,"30",0cfc17bd
45.5029,-122.695929,42.355821,"38",02fb0972
45.515921,-122.727785,200.980909,"34",96db13da
45.548471,-122.727156,49.907851,"48",8ca5adf8
45.507381,-122.650647,294.974508,"32",a5296cb9
45.504586,-122.684769,278.248097,"9",d9a63cb7
45.536176,-122.646058,54.67253,"20",20c75a1d
45.490624,-122.806269,204.650164,"8",348a685e
45.518751,-122.63533,38.379468,"61",1d0c8113
45.488255,-122.649929,256.513032,"69",4fe29eb1
45.473303,-122.642553,90.11413,"86",c9eea9ed
45.512453,-122.728025,94.117532,"78",2ca6cfe1
45.524526,-122.718672,93.681006,"78",b10ccce1
45.507846,-122.696446,35.784578,"93","0d225540"
45.484057,-122.770242,192.447979,"77",c69000b9
45.490561,-122.687348,206.850703,"87",ae0aabea
45.518518,-122.778832,129.702939,"80",020b4cb6
45.501363,-122.710369,109.754423,"96",a9ba1fb0
45.577624,-122.693664,44.207866,"54",32e4909d
45.488959,-122.682815,168.400188,"84",c0624261
45.459288,-122.713586,53.246479,"1",3029b632
45.46059,-122.750673,22.253569,"53",49aac3ab
45.511607,-122.822498,37.666792,"56",a9301a8d
45.52007,-122.788613,21.703477,"22",f96b0b9c
45.558213,-122.68382,285.474354,"64",5e1c1a1b
45.569797,-122.703172,224.136681,"29",3c53d026
45.463096,-122.643409,56.589541,"54",c78a3668
45.481052,-122.764412,47.925139,"24",bac9db3b
45.454001,-122.724305,268.7363,"65",b1c6fd3b
45.520154,-122.706517,153.005526,"76",55e8ced6
45.514429,-122.67002,216.503175,"3",5ad124be
45.464464,-122.64859,2.268805,"53",0f3c8c1c
45.512685,-122.773603,247.117647,"1",3f3c38aa
45.489823,-122.753619,203.143856,"88",81c8c15e
45.529824,-122.745766,69.828076,"87",4d2f0202
45.501436,-122.738879,53.681211,"3","13d93957"
45.518475,-122.779915,251.85259,"3",fb0ee87f
45.516472,-122.673197,107.033593,"43",97a30506
45.495407,-122.680547,48.45051,"46",417a0017
45.547699,-122.632075,173.727472,"71",8b6b59aa
45.601825,-122.662908,45.048862,"14",29157b5e
45.527091,-122.782201,204.816277,"30",db51ad8b
45.53212,-122.715369,158.563782,"63",c3aaecf0
45.458743,-122.735717,222.428032,"90",6b926378
45.594738,-122.707757,260.366524,"55",b71799b1
45.590789,-122.656326,16.812567,"21",d23424aa
45.535311,-122.646551,122.192517,"34",b49549e4
45.499833,-122.735699,23.485394,"21",7546dea3
45.498578,-122.656268,17.825819,"85",0138b9e2
45.564016,-122.64598,188.585476,"4",04f3248c
45.486125,-122.660332,151.60291,"9",adef0809
45.494235,-122.692103,57.862783,"6",d5fa2ccc
45.504418,-122.697505,55.73329,"58",2c5a6c41
45.54702,-122.716204,77.549379,"27",9a91dd55
45.588213,-122.693638,399.885482,"29",f779950f
45.507425,-122.709584,118.974982,"64",951b621f
45.535986,-122.621262,211.613907,"28",c2cc227c
45.436156,-122.690221,76.403417,"51",d3e8b0c8
45.482354,-122.762603,12.40128,"33",10fc80ca
45.511244,-122.726403,219.435516,"29",85c97709
45.500235,-122.667306,141.169657,"33",111b4679
45.554541,-122.815866,220.310881,"72",d28940ea
45.562123,-122.711805,144.162277,"29",b566fbb9
45.494304,-122.620084,74.829269,"67",d0e12f26
45.514675,-122.677462,139.321328,"17",3d03ffb5
45.4374,-122.764926,37.575336,"72",a4ee1584
45.580747,-122.64113,169.500215,"72",1ff572f7
45.510397,-122.695802,229.227988,"87",474f0713
45.576918,-122.703,248.172525,"26",9635c3d8
45.502971,-122.711778,120.943181,"63",0cae73bd
45.468982,-122.621472,175.207427,"96",ead2386e
45.534494,-122.687407,50.675385,"4",29c148cd
45.510733,-122.626089,204.723741,"47",00736c36
45.491277,-122.697355,137.090838,"37",bb1fedb8
45.486499,-122.811843,69.819404,"17",80745a30
