lat,lon,frac,whole,uuid
45.558785,-122.768515,156.377337,71,d0726c8a
45.564692,-122.707184,89.532418,70,28d868f0
45.609860,-122.661721,86.644526,50,dc475e27
45.552645,-122.655306,25.056215,30,9e9a1295
45.515964,-122.687882,278.906497,32,fa485476
45.508774,-122.729612,149.096555,10,20ee263e
45.497494,-122.568371,83.312317,28,27c803c1
45.456931,-122.714074,30.097657,10,84a4f2bc
45.558924,-122.712418,94.342901,88,ab89ca87
45.556430,-122.751874,215.844535,38,a112193c
45.555596,-122.701539,82.553467,3,34842694
45.550016,-122.624373,45.374241,68,bcbf9ddb
45.561108,-122.663323,112.201735,95,99005b03
45.541338,-122.715537,201.799233,81,58dc8a4f
45.511633,-122.799116,168.557725,30,beab2f49
45.467308,-122.695150,196.865001,47,b2d2af10
45.595031,-122.626419,109.184827,60,7360d88d
45.583336,-122.605602,227.374126,53,515dca15
45.519300,-122.685123,57.513057,46,8696b37a
45.517876,-122.808011,71.080398,2,bdba7da4
45.486229,-122.589154,282.478726,45,6b858522
45.564208,-122.576666,188.683684,61,65001fa2
45.582437,-122.473788,91.757242,91,e69357c1
45.575337,-122.581569,199.600965,99,fd7f233b
45.478950,-122.586629,31.298969,6,16539891
45.479288,-122.643300,110.415306,36,31a6804a
45.539593,-122.585591,210.860776,76,7d1f54cc
45.557132,-122.678403,63.957766,89,a97492e6
45.547304,-122.721096,213.349297,44,30a584ef
45.510355,-122.784214,284.509513,54,1b574d69
45.436521,-122.569094,106.756169,85,d03e18ad
45.496134,-122.675424,45.845341,39,095620e3
45.538205,-122.595322,7.432656,28,d5618d8b
45.554492,-122.648562,183.127865,75,4eb740ea
45.546811,-122.753878,114.270658,13,3d729195
45.534875,-122.631230,76.573417,14,6a2379f7
45.544470,-122.466995,81.476737,41,f09911e2
45.545128,-122.602784,184.053792,97,f347f2f6
45.569142,-122.726185,109.876895,81,dc8eabb7
45.509812,-122.577693,89.768865,96,79cfdab5
45.509149,-122.680642,293.068406,60,6b444478
45.499704,-122.762941,71.471594,43,42ff404b
45.589305,-122.696407,195.414489,89,790d97fc
45.550826,-122.746942,73.871101,74,c724c10c
45.479823,-122.651316,168.408774,19,bb4ba055
45.517287,-122.702451,14.031089,40,4c32a675
45.538940,-122.549278,111.665042,75,c0da59fa
45.579424,-122.620337,294.820589,25,65eb39c0
45.536527,-122.653429,18.526969,23,f6124683
45.599651,-122.573159,11.295802,79,66c404d6
45.552108,-122.687868,84.493009,6,a639cb8b
45.483165,-122.595410,68.286908,39,5e5c8a1d
45.529827,-122.719779,127.902711,68,8b34dfc1
45.439044,-122.842030,58.467796,5,0cb80fe5
45.473172,-122.684333,124.412896,96,484bbc8a
45.476126,-122.756955,148.541357,61,34ed1a2d
45.489483,-122.750025,245.562044,63,0b30c95d
45.432124,-122.622851,53.449689,0,0eecdd6e
45.497011,-122.707608,262.439423,9,40f6434e
45.551660,-122.696850,182.416436,47,9f158fa7
45.526538,-122.794852,122.539478,16,0ffae1ff
45.524273,-122.435878,316.930854,21,dbcf719e
45.589000,-122.597664,13.442893,87,eb8cbf0b
45.483095,-122.645788,130.953764,81,8235b51d
45.498258,-122.732281,159.197326,23,b4a26523
45.521457,-122.786877,133.695630,10,4eb88819
45.540848,-122.647851,145.479395,35,59dab564
45.461734,-122.634374,6.029136,27,30fe1948
45.462960,-122.645713,26.882451,42,4fa4d8f9
45.505507,-122.806703,160.668692,7,a4353290
45.525377,-122.706763,230.159106,94,05c1430a
45.539740,-122.684878,221.805789,11,40a75272
45.572481,-122.595639,140.732414,97,ea6bae2a
45.539756,-122.899360,52.990614,44,3b13ba7d
45.496672,-122.623745,298.919819,29,db146602
45.571365,-122.805243,97.463879,58,fd0bb5b3
45.577774,-122.699848,150.583616,46,81e9420a
45.536998,-122.781109,123.445577,37,2b511943
45.596416,-122.685893,211.802670,65,3e74ebdc
45.540237,-122.687498,24.707935,75,a77845b3
45.581337,-122.690384,3.157255,19,0247cea2
45.543202,-122.659737,10.047807,87,b67866f3
45.495969,-122.560292,136.777962,59,b9716501
45.490125,-122.537939,1.089105,19,30a66bb0
45.542271,-122.588604,66.591116,65,956397be
45.481903,-122.737031,59.681353,26,5291f105
45.551395,-122.694875,108.779910,99,8304d7b1
45.548820,-122.641970,47.600235,16,8209d9cf
45.573615,-122.677143,86.975079,64,0e81c8fa
45.512437,-122.766513,95.120149,55,41fe5143
45.533651,-122.712737,45.403880,2,3c14e09c
45.547035,-122.614693,131.355808,85,6be55581
45.533782,-122.646316,55.123708,48,62de6553
45.523421,-122.787889,61.285742,16,ddb4b1cc
45.561521,-122.719100,101.658032,10,4f5ab54d
45.540957,-122.675841,107.912066,68,60d92e13
45.523585,-122.585685,95.125139,98,d6c35379
45.535921,-122.705462,63.649323,98,ffc87562
45.461580,-122.605785,36.235776,25,5da5c4ca
45.533295,-122.790842,60.833382,69,325598e2
45.439849,-122.542923,4.489341,6,e1a93315
45.618204,-122.694833,116.605605,89,57f4c48b
45.549694,-122.678748,104.543371,70,516c3e25
45.523431,-122.711096,39.808212,80,992af544
45.413996,-122.663826,234.365507,93,2023d44d
45.481649,-122.708307,216.396990,99,c7f22d7e
45.478370,-122.712256,32.317016,0,eee82b9b
45.558760,-122.580205,175.005469,9,bbc2317e
45.506494,-122.541026,65.558098,45,5684f51a
45.500198,-122.636512,98.883814,85,8c7ec573
45.496280,-122.561020,86.840404,46,5e9303af
45.538768,-122.650749,77.485663,20,86f6faa0
45.508376,-122.694642,11.050585,22,15bfec23
45.499578,-122.816193,226.749824,92,99789281
45.498371,-122.712358,193.588566,27,bda5c610
45.568345,-122.788717,133.283177,61,65012c38
45.571453,-122.701821,115.447484,2,93cdf6c9
45.497862,-122.697832,28.666735,5,3badd197
45.523768,-122.512104,198.452577,84,1428e86e
45.518089,-122.650948,252.690476,0,bf4cc47c
45.548029,-122.662654,122.575227,23,5b6efe5b
45.511417,-122.701354,254.173069,55,17566690
45.558987,-122.672781,224.992318,76,7b880f48
45.517129,-122.826320,65.921969,24,1e43a7ff
45.599731,-122.760837,28.319155,1,3fa8749f
45.425591,-122.674632,50.574513,57,7dc32d94
45.603681,-122.619971,10.303691,33,4ec8585c
45.560612,-122.570731,5.239999,71,7c86f9af
45.510431,-122.751099,60.345332,96,f55bec67
45.484985,-122.808401,99.158073,87,c643bd05
45.526458,-122.593948,292.371515,38,e9d2f3e0
45.509668,-122.710154,85.269631,63,90595161
45.483806,-122.845644,125.960544,81,6d27e6aa
45.468201,-122.544835,180.602690,35,1a8010d0
45.531301,-122.682966,23.077769,54,53eb6b36
45.481718,-122.791692,66.669416,68,acff5f23
45.546607,-122.610571,306.771324,40,2acd405f
45.577878,-122.649241,97.701841,74,9ca4417b
45.516487,-122.681342,79.208343,25,194cbafd
45.539873,-122.634811,111.909326,77,37b71351
45.476764,-122.650461,77.704474,19,c43e3f47
45.492949,-122.704399,34.964586,0,2de7c63e
45.486758,-122.669585,22.583581,30,adbd9f9f
45.550974,-122.690774,46.304271,40,6ad4bb86
45.502289,-122.628376,226.849409,15,e2d224cc
45.556366,-122.767668,143.246229,42,e2e237d5
45.565141,-122.666195,176.081433,63,d797f635
45.576717,-122.514374,158.981093,28,648d95b5
45.516055,-122.544926,142.891181,24,e84e6c24
45.561312,-122.772430,80.116034,12,a0978978
45.492562,-122.654372,28.657226,23,c9f7da1b
45.492118,-122.880675,17.102302,85,36915325
45.543685,-122.756539,93.334082,54,81bd4cc2
45.565959,-122.619341,15.317139,27,fed257e3
45.499116,-122.552162,92.706013,93,1de3bc45
45.556049,-122.745872,172.244941,62,a0c56f69
45.544191,-122.798731,200.463276,92,01aba9e2
45.576395,-122.569755,193.887855,18,81d3c1f0
45.558626,-122.688633,119.931619,39,8b06c45a
45.407832,-122.730807,196.756032,50,0743a6c8
45.531311,-122.823681,6.096150,88,aad9b35c
45.473460,-122.687760,152.025953,75,b8ccdd10
45.555028,-122.764504,78.448116,52,5e45b817
45.445793,-122.646648,87.805752,58,d5fa3eeb
45.555303,-122.515129,239.898881,32,e9fcdf08
45.478553,-122.718592,88.775898,58,80a3d8b3
45.574676,-122.760396,10.548943,99,cc824e07
45.433684,-122.833436,1.472313,88,e0b8bd92
45.553668,-122.617729,11.002440,49,7c0497f0
45.544636,-122.636258,17.246627,13,70e55bf8
45.499609,-122.627627,37.071339,24,3f0e9e9c
45.461165,-122.661963,164.730311,60,7c00174b
45.515818,-122.754107,22.653386,18,f0e92051
45.516104,-122.638815,7.100427,67,3411fb50
45.592056,-122.671351,36.613384,56,54d31c17
45.526695,-122.843320,102.801117,91,6968e253
45.475904,-122.619751,59.384979,25,48d321ff
45.513548,-122.718386,63.967509,46,4220c006
45.556607,-122.626451,22.495731,61,87316121
45.533201,-122.688051,169.770483,82,d7612a76
45.501321,-122.540877,92.375506,35,8e1fabce
45.475647,-122.789514,146.203547,22,14799784
45.442330,-122.665393,53.628332,11,93fc1521
45.539370,-122.616852,28.519333,54,fa90c01b
45.497483,-122.601407,11.629870,40,c2c41b19
45.583948,-122.823993,294.760005,40,22a1992a
45.485646,-122.737398,194.439863,60,426db50c
45.553780,-122.757954,42.767302,62,369779f2
45.519745,-122.612307,139.851039,78,d67eb562
45.518125,-122.711881,296.919759,52,bdf9b726
45.480066,-122.837545,132.624049,20,6ec112a2
45.543919,-122.618832,0.417230,72,4679afac
45.511754,-122.688781,72.255175,31,5a5946fb
45.458863,-122.754521,74.796050,29,c29ab8fd
45.515188,-122.737357,122.720915,57,bcd70193
45.533853,-122.693409,252.457076,37,951d8f12
45.458166,-122.678554,71.089968,9,8577cf23
45.517428,-122.754443,187.631848,60,7e996a37
45.550593,-122.696764,35.344701,77,82ef2eab
45.539002,-122.735128,60.707063,63,b522f122
45.549104,-122.693062,87.935412,96,9dcb6719
45.575882,-122.719113,98.581536,70,1c727308
45.470388,-122.629355,165.301445,79,3ae9eca4
45.493174,-122.605002,183.801281,82,21b5914d
45.460613,-122.732307,47.614186,31,49ca567f
45.479915,-122.763349,128.166325,38,23de8364
45.467112,-122.677845,95.069762,0,344b6067
45.490792,-122.699974,227.884973,38,58684e8c
45.533033,-122.607292,111.382656,30,e95d7db3
45.495054,-122.779029,8.049448,23,94925bb5
45.510270,-122.643485,55.951378,53,2cb092e2
45.518036,-122.865221,114.648659,44,e34a0b4f
45.510633,-122.590958,347.857056,48,0e080798
45.465757,-122.595145,106.980482,44,fc16b2bf
45.581203,-122.798426,14.714639,66,3be68747
45.494382,-122.837520,41.407375,78,9c45c86f
45.424067,-122.742319,93.166433,38,a3afaaec
45.469109,-122.712838,80.025537,79,9b96022d
45.557302,-122.751052,79.333288,17,4cd27afc
45.529238,-122.759441,90.078126,89,0c55cb3f
45.534073,-122.641657,9.675834,93,90d79357
45.486453,-122.683550,59.852404,49,8ea8ba2c
45.505992,-122.681088,135.428906,56,9c87ae4b
45.442243,-122.576384,121.895339,85,51ecb2c1
45.502667,-122.561573,218.233511,31,879c5f3d
45.489812,-122.560926,71.715088,47,c9827373
45.440569,-122.796959,303.834885,31,aa82aea8
45.508201,-122.757143,150.705390,64,42ab5f34
45.494503,-122.640861,175.532120,39,fa12de74
45.533871,-122.483106,128.449932,13,b5d6cc39
45.471202,-122.540255,157.211089,29,9edf9897
45.548223,-122.686163,116.846589,34,6f323bb2
45.448796,-122.639469,113.280685,9,10f3157a
45.555422,-122.725296,207.010059,50,1fc42b44
45.551510,-122.772007,23.808466,32,575879b3
45.527908,-122.766999,88.475742,61,cb53279a
45.439330,-122.685987,280.107103,67,0c0061c0
45.502893,-122.535721,157.528967,46,bfcce017
45.566001,-122.761589,39.447060,40,110cb866
45.497079,-122.649787,17.478239,65,fdf15f3f
45.504371,-122.728268,36.673660,13,48b2b00f
45.498994,-122.687477,36.125669,42,6f9ec417
45.498570,-122.553379,95.320030,77,c78702f6
45.524107,-122.688475,94.430440,77,eee531b5
45.547462,-122.642817,131.682777,3,f9ff0a71
45.570106,-122.657276,113.700263,14,c1fdeb09
45.582551,-122.685075,264.352894,3,b29b2302
45.586122,-122.698020,289.057967,47,873d0d3c
45.502647,-122.656979,35.904906,82,baee0928
45.507650,-122.611203,169.923896,36,f9bc7f11
45.586242,-122.766976,57.302315,55,ea017247
45.501007,-122.732498,299.434953,34,20022888
45.525463,-122.793975,166.624667,41,1b10b9b3
45.498490,-122.647078,142.690771,94,0bb0f20b
45.490431,-122.563930,166.617318,43,a3a64ed1
45.558959,-122.469881,59.928915,50,3ea7e855
45.545040,-122.537346,101.946387,69,ef3b776a
45.458808,-122.685471,283.485188,18,8d4088e6
45.533050,-122.475627,220.040150,55,41b8de39
45.556217,-122.564187,235.127903,66,6c01bcd1
45.497280,-122.700994,2.746766,28,051659b0
45.469202,-122.650609,13.179265,83,4f089e3d
45.503808,-122.739412,92.097892,4,fe2fd2c7
45.565507,-122.619213,121.965673,89,4c00de5f
45.487296,-122.671654,24.498733,11,d4f157e1
45.465028,-122.672272,189.137752,13,0c14b47f
45.477004,-122.667444,48.946548,84,3ec75bc5
45.578248,-122.668356,129.628651,0,e8b04401
45.449828,-122.685156,99.551486,40,8a4c9be0
45.451560,-122.661305,51.083039,9,66169715
45.544016,-122.675474,56.429660,31,304a191b
45.505308,-122.783518,132.830602,85,f9ed498c
45.544915,-122.875256,197.537779,8,dbc5cd0e
45.494118,-122.606619,124.429593,95,391946a8
45.557855,-122.560902,274.578067,96,2c282dd1
45.488418,-122.550352,79.235223,30,55568f69
45.510871,-122.786737,2.852087,26,306718b2
45.478775,-122.511798,142.625186,18,1d173596
45.517495,-122.559987,152.073068,47,87d9d696
45.491495,-122.753350,123.638994,27,c76bec7e
45.502203,-122.592345,44.416095,53,80437939
45.555909,-122.661286,115.155000,97,9c419dbd
45.469959,-122.657481,126.812935,20,fbd118c6
45.541573,-122.708800,52.910590,2,b3d5f52c
45.499495,-122.591859,124.247106,2,3e44bff9
45.581738,-122.649388,112.440971,20,2e2552e3
45.503788,-122.662641,176.710431,92,81e5cfda
45.597270,-122.702056,121.911221,31,b06b446f
45.557368,-122.559590,34.725166,99,45872611
45.509944,-122.454307,267.730448,68,341000b2
45.575109,-122.633693,41.376941,22,03043d04
45.520240,-122.556070,130.205944,39,c309dc4d
45.513670,-122.645220,216.740929,78,f885b444
45.532536,-122.638765,284.295820,54,977792a5
45.507661,-122.733134,73.355977,31,33cf35c5
45.549688,-122.610546,119.447565,11,f2a344c5
45.478924,-122.614184,43.679187,87,773796e8
45.515561,-122.862250,30.026875,55,aabac8bb
45.532938,-122.647248,122.892679,62,220bf04d
45.443765,-122.750587,218.384072,38,4ebc094d
45.577045,-122.641775,198.277017,96,0843fab2
45.514345,-122.707512,105.888020,9,c1a67ce2
45.471607,-122.646538,242.619144,61,e6e26f05
45.491601,-122.632669,31.069170,86,0cd1468c
45.553017,-122.699300,270.716056,53,cb628fff
45.481296,-122.811400,87.495169,94,31a4a34f
45.486875,-122.654480,161.687471,92,f456eaa5
45.537384,-122.683844,204.847672,36,644b8247
45.500717,-122.663284,255.781379,11,7f14602e
45.497551,-122.570455,130.237408,26,253ef8bb
45.573525,-122.679024,73.205837,80,18890ac8
45.557310,-122.725691,74.130992,50,74058271
45.584472,-122.707328,26.214645,12,82e18335
45.533041,-122.703694,84.017466,62,26e6d5b9
45.557530,-122.566251,193.789263,15,6baa3f86
45.554789,-122.765327,181.767833,34,cce0f7cf
45.450216,-122.642341,289.840699,8,e9d9396c
45.545854,-122.568338,45.184903,64,d825bd23
45.530112,-122.547123,34.427977,90,ae818803
45.476172,-122.730102,30.085105,90,3ecacda4
45.530584,-122.792532,112.225487,67,4dc2a6e9
45.529347,-122.692861,310.362749,38,857867bd
45.595095,-122.784933,132.909631,12,3d9b1a3e
